201710;001;00;0000;SS  ;000  ;000;17790;C  ;SFAMREG Holding Course        ;L  ;M  ;0050;0000;0050;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0000                                                                      
201710;001;AS;ENGL;LING;698  ;000;10693;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;AS;ENGL;LING;699  ;000;12287;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LING;699  ;001;12288;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LING;699  ;002;14096;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LING;699  ;003;14206;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LING;699  ;004;14207;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LITR;100  ;000;13459;C  ;Worlds on the Page:Intro Lit  ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LITR;100  ;000;17308;A  ;Worlds on the Page:Intro Lit  ;L  ;M1 ;0036;0009;0027;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;      ;          ;Norton,Alexandra         ;0027;0003                                                                      
201710;001;AS;ENGL;LITR;100  ;001;14264;C  ;Worlds on the Page:Intro Lit  ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LITR;100  ;002;17309;A  ;Worlds on the Page:Intro Lit  ;L  ;M1 ;0036;0008;0028;09/07/2016;12/20/2016;03:30 pm;04:45 pm;M; ;W; ; ; ; ;      ;          ;Norton,Alexandra         ;0024;0003                                                                      
201710;001;AS;ENGL;LITR;101  ;000;10752;C  ;Imaginary Worlds:Intro to Fict;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LITR;101  ;001;16252;A  ;Imaginary Worlds:Intro to Fict;L  ;M1 ;0036;0018;0018;09/07/2016;12/20/2016;09:30 am;10:45 am;M; ;W; ; ; ; ;      ;          ;Cunningham,Charles D     ;0054;0003                                                                      
201710;001;AS;ENGL;LITR;101  ;002;16969;A  ;Imaginary Worlds:Intro to Fict;DEO;WW1;0036;0036;0000;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Csicsila,Joseph          ;0108;0003                                                                      
201710;001;AS;ENGL;LITR;101  ;003;17521;A  ;Imaginary Worlds:Intro to Fict;L  ;M1 ;0036;0023;0013;09/07/2016;12/20/2016;11:00 am;12:15 pm; ;T; ;R; ; ; ;      ;          ;NOT ASSIGNED             ;0069;0003                                                                      
201710;001;AS;ENGL;LITR;101  ;029;11599;A  ;Imaginary Worlds:Intro to Fict;L  ;M1 ;0036;0011;0025;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;      ;          ;Bruss,Paul S             ;0033;0003                                                                      
201710;001;AS;ENGL;LITR;102  ;001;11890;A  ;Metaphor Matters:Into Poetry  ;L  ;M1 ;0036;0015;0021;09/07/2016;12/20/2016;09:30 am;10:45 am;M; ;W; ; ; ; ;      ;          ;Daumer,Elisabeth D       ;0045;0003                                                                      
201710;001;AS;ENGL;LITR;102  ;003;14273;A  ;Metaphor Matters:Into Poetry  ;L  ;M1 ;0036;0017;0019;09/07/2016;12/20/2016;02:00 pm;03:15 pm;M; ;W; ; ; ; ;      ;          ;George,Laura J           ;0051;0003                                                                      
201710;001;AS;ENGL;LITR;102  ;004;17359;A  ;Metaphor Matters:Into Poetry  ;DEO;WW1;0036;0012;0024;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;George,Laura J           ;0036;0003                                                                      
201710;001;AS;ENGL;LITR;103  ;000;14921;A  ;All the World's a Stage: Drama;L  ;M1 ;0036;0009;0027;09/07/2016;12/20/2016;02:00 pm;03:15 pm; ;T; ;R; ; ; ;      ;          ;Jones,Melissa J          ;0027;0003                                                                      
201710;001;AS;ENGL;LITR;160  ;001;14274;A  ;African American Literature   ;L  ;M1 ;0036;0010;0026;09/07/2016;12/20/2016;03:30 pm;04:45 pm; ;T; ;R; ; ; ;PRAY-H;318       ;Lucy,Robin               ;0030;0003                                                                      
201710;001;AS;ENGL;LITR;160  ;003;11974;A  ;African American Literature   ;L  ;M1 ;0125;0040;0085;09/07/2016;12/20/2016;11:00 am;12:15 pm; ;T; ;R; ; ; ;      ;          ;Neff,Heather             ;0120;0003                                                                      
201710;001;AS;ENGL;LITR;160  ;004;11536;A  ;African American Literature   ;L  ;M1 ;0036;0022;0014;09/07/2016;12/20/2016;11:00 am;12:15 pm;M; ;W; ; ; ; ;PRAY-H;318       ;Cunningham,Charles D     ;0066;0003                                                                      
201710;001;AS;ENGL;LITR;161  ;001;12306;A  ;Native American Literature    ;L  ;M1 ;0036;0018;0018;09/07/2016;12/20/2016;03:30 pm;04:45 pm;M; ;W; ; ; ; ;      ;          ;Walker,Laurie L          ;0054;0003                                                                      
201710;001;AS;ENGL;LITR;161  ;005;11535;A  ;Native American Literature    ;L  ;M1 ;0036;0011;0025;09/07/2016;12/20/2016;02:00 pm;03:15 pm; ;T; ;R; ; ; ;      ;          ;Burlingame,Lori          ;0033;0003                                                                      
201710;001;AS;ENGL;LITR;161  ;007;11600;A  ;Native American Literature    ;L  ;M1 ;0036;0008;0028;09/07/2016;12/20/2016;02:00 pm;03:15 pm;M; ;W; ; ; ; ;      ;          ;Ulch II,Thomas W         ;0024;0003                                                                      
201710;001;AS;ENGL;LITR;201  ;000;12815;C  ;Intro to Science Fiction      ;L  ;M1 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LITR;201  ;001;13195;A  ;Intro to Science Fiction      ;L  ;M1 ;0036;0026;0010;09/07/2016;12/20/2016;11:00 am;12:15 pm;M; ;W; ; ; ; ;      ;          ;Dionne,Craig             ;0078;0003                                                                      
201710;001;AS;ENGL;LITR;201  ;003;17508;A  ;Intro to Science Fiction      ;L  ;M1 ;0036;0023;0013;09/07/2016;12/20/2016;02:00 pm;03:15 pm; ;T; ;R; ; ; ;      ;          ;Neufeld,Christine M      ;0069;0003                                                                      
201710;001;AS;ENGL;LITR;202  ;000;16253;H  ;Curr Events in World Lit      ;L  ;M1 ;0020;0006;0014;09/07/2016;12/20/2016;02:00 pm;03:15 pm; ;T; ;R; ; ; ;PRAY-H;609       ;Kovacevic,Natasa         ;0018;0003                                                                      
201710;001;AS;ENGL;LITR;210  ;000;16970;A  ;Intro to Shakespeare          ;DEO;WW1;0036;0018;0018;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Dionne,Craig             ;0054;0003                                                                      
201710;001;AS;ENGL;LITR;309  ;001;14043;A  ;Devlpmt of American Lit       ;L  ;M1 ;0036;0017;0019;09/07/2016;12/20/2016;11:00 am;12:15 pm;M; ;W; ; ; ; ;      ;          ;Csicsila,Joseph          ;0051;0003                                                                      
201710;001;AS;ENGL;LITR;310  ;000;11558;A  ;Modern American Literature    ;L  ;M1 ;0036;0021;0015;09/07/2016;12/20/2016;02:00 pm;03:15 pm;M; ;W; ; ; ; ;PRAY-H;414       ;Cunningham,Charles D     ;0063;0003                                                                      
201710;001;AS;ENGL;LITR;315  ;000;14281;A  ;Restoration & Eighteenth Cent ;L  ;M1 ;0000;0006;0006;09/07/2016;12/20/2016;06:30 pm;09:10 pm; ;T; ; ; ; ; ;PRAY-H;318       ;NOT ASSIGNED             ;0018;0003                                                                      
201710;001;AS;ENGL;LITR;360  ;001;11557;A  ;Recent Trends Brit & Amer Litr;L  ;M1 ;0036;0011;0025;09/07/2016;12/20/2016;03:30 pm;04:45 pm;M; ;W; ; ; ; ;      ;          ;Bruss,Paul S             ;0033;0003                                                                      
201710;001;AS;ENGL;LITR;361  ;000;11919;A  ;Studies in Native American Lit;L  ;M1 ;0036;0012;0024;09/07/2016;12/20/2016;09:30 am;10:45 am; ;T; ;R; ; ; ;PRAY-H;318       ;Burlingame,Lori          ;0036;0003                                                                      
201710;001;AS;ENGL;LITR;362  ;000;11891;A  ;Studies in African Amer Lit   ;L  ;M1 ;0036;0013;0023;09/07/2016;12/20/2016;12:30 pm;01:45 pm; ;T; ;R; ; ; ;      ;          ;Lucy,Robin               ;0039;0003                                                                      
201710;001;AS;ENGL;LITR;405  ;001;13992;A  ;Shakespeare:Mjr Comedies & His;L  ;M1 ;0036;0023;0013;09/07/2016;12/20/2016;03:30 pm;04:45 pm; ;T; ;R; ; ; ;      ;          ;Jones,Melissa J          ;0069;0003                                                                      
201710;001;AS;ENGL;LITR;420  ;000;16254;A  ;Studies in the British Novel  ;L  ;M1 ;0036;0018;0018;09/07/2016;12/20/2016;02:00 pm;03:15 pm; ;T; ;R; ; ; ;PRAY-H;318       ;Coykendall,Abby L        ;0054;0003                                                                      
201710;001;AS;ENGL;LITR;443  ;000;17333;A  ;Women in Literature           ;L  ;M1 ;0036;0018;0018;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;      ;          ;Daumer,Elisabeth D       ;0054;0003                                                                      
201710;001;AS;ENGL;LITR;443  ;000;17333;A  ;Women in Literature           ;L  ;M1 ;0036;0018;0018;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;      ;          ;Damiano,Carla A          ;0054;0003                                                                      
201710;001;AS;ENGL;LITR;450  ;000;16255;A  ;Louise Erdrich                ;L  ;M1 ;0036;0015;0021;09/07/2016;12/20/2016;11:00 am;12:15 pm; ;T; ;R; ; ; ;PRAY-H;318       ;Burlingame,Lori          ;0045;0003                                                                      
201710;001;AS;ENGL;LITR;470  ;000;14283;A  ;Studies in Poetry             ;L  ;M1 ;0036;0014;0022;09/07/2016;12/20/2016;05:00 pm;06:15 pm;M; ;W; ; ; ; ;      ;          ;George,Laura J           ;0042;0003                                                                      
201710;001;AS;ENGL;LITR;480  ;000;14284;A  ;PostHuman Litr & Theory       ;L  ;M1 ;0036;0006;0030;09/07/2016;12/20/2016;12:30 pm;01:45 pm;M; ;W; ; ; ; ;      ;          ;Dionne,Craig             ;0018;0003                                                                      
201710;001;AS;ENGL;LITR;490  ;001;12941;A  ;Senior Seminar                ;L  ;M1 ;0020;0010;0010;09/07/2016;12/20/2016;05:00 pm;06:15 pm; ;T; ;R; ; ; ;      ;          ;Kovacevic,Natasa         ;0030;0003                                                                      
201710;001;AS;ENGL;LITR;490  ;001;12941;A  ;Senior Seminar                ;L  ;M1 ;0020;0010;0010;09/07/2016;12/20/2016;05:00 pm;06:15 pm; ;T; ;R; ; ; ;      ;          ;Neufeld,Christine M      ;0030;0003                                                                      
201710;001;AS;ENGL;LITR;497  ;000;10777;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;AS;ENGL;LITR;498  ;000;10778;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;AS;ENGL;LITR;499  ;001;10779;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LITR;499  ;003;10780;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LITR;499  ;004;10781;A  ;Independent Study             ;IST;M1 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LITR;510  ;000;17306;A  ;Critical Practices Lit Studies;L  ;M5 ;0015;0000;0015;09/07/2016;12/20/2016;06:30 pm;09:10 pm; ; ; ;R; ; ; ;PRAY-H;608       ;Neufeld,Christine M      ;0000;0003                                                                      
201710;001;AS;ENGL;LITR;510  ;001;15601;C  ;Critical Practices Lit Studies;L  ;M5 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LITR;540  ;000;16320;A  ;Elizabethan & Jacobean Drama  ;L  ;M5 ;0015;0000;0015;09/07/2016;12/20/2016;06:30 pm;09:10 pm; ;T; ; ; ; ; ;PRAY-H;618       ;Jones,Melissa J          ;0000;0003                                                                      
201710;001;AS;ENGL;LITR;567  ;000;16317;A  ;Studies in Commonwealth Litr  ;L  ;M5 ;0015;0004;0011;09/07/2016;12/20/2016;06:30 pm;09:10 pm; ; ;W; ; ; ; ;      ;          ;Bruss,Paul S             ;0012;0003                                                                      
201710;001;AS;ENGL;LITR;575  ;000;16321;C  ;Studies in Victorian Lit      ;L  ;M5 ;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;AS;ENGL;LITR;575  ;001;17307;A  ;Studies in Victorian Lit      ;L  ;M5 ;0015;0005;0010;09/07/2016;12/20/2016;06:30 pm;09:10 pm;M; ; ; ; ; ; ;      ;          ;Norton,Alexandra         ;0015;0003                                                                      
201710;001;AS;ENGL;LITR;697  ;000;10782;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;AS;ENGL;LITR;698  ;000;10783;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
